,context,by,when,post
135,feature,May 29 @ 8:22am,Is there a possibility for a new Dlc with size of APEX ?,"the fan made dlc is not really fitting i would like to see some real content, apex was the best one so far, a setting for the sibirian coast region would be great and could feature some stealth operations by western forces with submarines the navy content is pretty low and this would be a nice addition."
136,feature,"Nov 9, 2019 @ 2:29pm",Can we PLEASE get the ability to scroll through our modlist on the launcher when the game is open?,"So often I\\\'ll be in a game, going onto a server, looking for a unit from a particular mod or something else and I\\\'ll try to ALT+Tab to check my modlist on the launcher and realise; there\\\'s an absolutely unnecessary lockout so I can\\\'t scroll and view them forcing me to close the game just to VIEW my mods. Surely this wouldn\\\'t be that hard to implement too. It\\\'s such an incredibly useful QOL feature that\\\'s lacking from the launcher and would be a blessing to have. I understand it\\\'s to prevent problems by messing around with them whilst the game is open, but everything else could be locked other than literally scrolling up/down the list.Literally unplayable. Uninstalled. Jk but man, this is really irritating."
137,feature,Mirudes,"Nov 10, 2019 @ 2:17am ","Originally posted by Knight:So often I\\\'ll be in a game, going onto a server, looking for a unit from a particular mod or something else and I\\\'ll try to ALT+Tab to check my modlist on the launcher and realise; there\\\'s an absolutely unnecessary lockout so I can\\\'t scroll and view them forcing me to close the game just to VIEW my mods. Surely this wouldn\\\'t be that hard to implement too. It\\\'s such an incredibly useful QOL feature that\\\'s lacking from the launcher and would be a blessing to have. I understand it\\\'s to prevent problems by messing around with them whilst the game is open, but everything else could be locked other than literally scrolling up/down the list.Literally unplayable. Uninstalled. Jk but man, this is really irritating. In the past, the mods were treated like startup parameters. Accepted by all.Why do you have to browse unsupported mods while you are on the server?In your example, a cheater could connect to a server and load mods/cheats afterwards.This looks like you are looking for a more convenient way to cheat.PS: You can see by the mouse icon in your post if it\\\'s installed or not. ;)"
138,feature,#5,May 2 @ 6:48am ,"Perhaps the most important feature concerning the AI is its behavior.  Behavior will determine how the AI gets from point A to point B.  Not just the route they will take, but also how they travel.  There are five different behavior settings an AI can have:Careless \\xe2\\x80\\x93 Causes the AI to bunch up into a column.  Soldiers will walk slowly with the weapons in the \\xe2\\x80\\x9csafe\\xe2\\x80\\x9d position (lowered) and they will not switch to a more alert mode if the enemy is sighted.  However, vehicles in Careless mode will still fire at enemies.  All units will show a preference to sticking to the roads as much as possible when moving.  This behavior mode can cause some very unusual behavior in AI units on your team, and it is not recommended.  Use Safe mode instead.Safe \\xe2\\x80\\x93 Units will switch to Aware mode when the enemy is sighted, but otherwise behave similar to Careless above.Aware \\xe2\\x80\\x93 This is the default behavior mode.  Most units will still prefer to travel along the roads and vehicles will travel in convoy regardless of their current formation.  Infantry will stand upright and keep their weapon at the ready.  Infantry will also follow a road from the shoulder or nearby if possible, but not be directly on it.  Tracked vehicles will not use headlights, and will drive across any surface with no preference given to staying on roads.  Tracked vehicles will run over trees or bushes.  Air units will not use lights.  Communication is in a normal tone of voice.Combat \\xe2\\x80\\x93 Will cause the AI to start using bounding maneuvers.  Meaning, whenever they move it will be alternating from crouching to prone and move from cover to cover where possible.  When cover provides it, they will also crawl.  They will also call out sighting reports more often.  All lights are turned off, and no vehicle will use their lights.  All units will eject from vehicles that have been damaged.  AI being shot at will automatically go from Aware to Combat mode.  Communication is always shouting.Stealth \\xe2\\x80\\x93 Similar to Combat mode, but units will move even more cautiously, staying prone as much as possible.  If they have to move across open ground they will send a scout across first running as fast as possible.  Tracked vehicles will avoid knocking down trees.  Wheeled vehicles will follow the road, but no longer move as a convoy.  Communication is in the form of a loud whisper.Another aspect of AI behavior that cannot be directly controlled while playing is the morale of the AI.  The courage of an AI group is based upon the group leader\\\'s Courage skill.  If the group losses are higher than the initial strength multiplied by leader\\\'s Courage then the group will start fleeing.They will flee first to a friendly supply point, or if one cannot be found within a 600m radius of their location, they will try to find a safe position taking the distance and amount of available cover into account.Then there is AI Awareness, or knowsAbout value, which can alter an AI\\\'s behavior.  I\\\'ll save that for another time."
139,feature,Zigazaga,"Oct 23, 2019 @ 2:28pm ","Why don\\\'t they just fix the existing ARMA? We don\\\'t need more ""features"" or silly storylines with clumsy dialogues. Just fix the AI and make more SP content. Don\\\'t leave it all to the users, and find a way to reward the best creators. They make better campaigns than BI can!"
140,feature,Mr.Far3ll,"Oct 23, 2019 @ 2:29pm ","How about fixing the audio reverb \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 with surround sound headsets? The game is still unplayable for me.. Cant play 64 bit without lagging the \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 out in 1st person and chrashing the game. Using 32 bit with only 4 gigs of ram results in the famous 2 fps bug obviously. Oh and using ""Q/E"" to look trough walls is still a feature. Good job Bughemia and go \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 yourself."
141,feature,V. Berlioz,Apr 24 @ 7:39pm ,It should be a definite base game feature to permit placing a second rifle in the launcher slot.
142,feature,            ,                Showing 1-4 of 4 comments            ,"Probably a good idea. Best way for now is to determine addon size by what kind of mod they are. Terrains, vehicles, equipment, and weapons are in that order the largest mods. Script mods and specific feature mods are usually much more lightweight."
143,feature,                Showing 1-4 of 4 comments            ,"Probably a good idea. Best way for now is to determine addon size by what kind of mod they are. Terrains, vehicles, equipment, and weapons are in that order the largest mods. Script mods and specific feature mods are usually much more lightweight.","Originally posted by V. Berlioz:Probably a good idea. Best way for now is to determine addon size by what kind of mod they are. Terrains, vehicles, equipment, and weapons are in that order the largest mods. Script mods and specific feature mods are usually much more lightweight. Yeah, its not the same but it would be another interesting matter. To be able to divide your entire mod list by what they are. After all the launcher\\\'s mod list doesn\\\'t let you organize by name, size, type, and such. And from what i gather i cant decide to disable all terrain mods."
144,feature,Mar 20 @ 1:06pm,EDEN Feature Request,"I believe the ability for 2 or more people to simultaneously edit the same mission at the same time would be a great feature. This would allow more in depth missions to be created as multiple heads could go to the same problem/idea, as well as the speed of creating missions could be increased drastically."
145,feature,Gunter Severloh,Aug 27 @ 7:28am ,"Your still a threat if you have grenades, if you previously had a weapon and were shooting, it sets them into a specitic combat mode.I have a compilation list called:AI Facts & MythsWhat it is, is a massive changelog, of all the features that the AI will perform, the changelog is from the devs themselvse, and the true or false statements on the thread are all things the AI can do, perform based on the subject.    The statements go back to the start of the game, check it out:https://forums.bohemia.net/forums/topic/223493-ai-facts-myths-compilation-list/"
146,feature,Feb 25 @ 2:37pm,Ability to find player\\\'s steam from their ingame name,"Right now you can easily blend into a Zeus game by changing your ingame name along with your steam name. This is because the ingame name is not linked at all to the steam account. For example in CSGO regardless of your ingame name, a player can click to view your steam profile ingame. To do this in ArmA, you have to view the recent player list where players may not use their steam names as their ingame names.I ask for this feature to be implemented in order to make it easy to add people and to track people in gamemodes like Public Zeus. It would benefit everyone without bad intentions.The feature would be simple, next to the player\\\'s ingame name along with the Vote Kick, Vote Admin and Mute buttons, would be a Steam Profile button that opened the player\\\'s profile."
147,feature,#10,Mar 4 @ 5:37am ,"Originally posted by Tek:Well you said the latter which would refer to the second part of the sentence. This is the exact point of the post is that the players have no ability to uniquely be able to identify trolls/scripters and other malicious players. As i said ""Server admins can get players steam id\\\'s"" Not player voted admins! On a technical level it can\\\'t be don\\\'t any other way by adding a feature."
148,feature,Please do this! so toxic players can be tracked and banned.,We could make use of some quality-of-life additions like these as a final layer of polish.,"Originally posted by democrat:Ability to find player\\\'s steam from their ingame nameRight now you can easily blend into a Zeus game by changing your ingame name along with your steam name. This is because the ingame name is not linked at all to the steam account. For example in CSGO regardless of your ingame name, a player can click to view your steam profile ingame. To do this in ArmA, you have to view the recent player list where players may not use their steam names as their ingame names.I ask for this feature to be implemented in order to make it easy to add people and to track people in gamemodes like Public Zeus. It would benefit everyone without bad intentions.The feature would be simple, next to the player\\\'s ingame name along with the Vote Kick, Vote Admin and Mute buttons, would be a Steam Profile button that opened the player\\\'s profile. The player can choose the Steam profile name as ArmA nickname.Guess what? They have reasons not to do so."
149,feature,"Apr 16, 2016 @ 4:08am",Mag & ammo system changes,"First - chambering. Okay, I can live without that one to keep magazine system simple.Second - magazine reloading. I mean, putting 2 half empty mags into 1 full mag. Third - save empty mags. If you need detailed situation of how it can be usefull - look below.And finally - quick mag throwaway. Something like ""Doubletap R to throwaway current mag (regardless of it being empty or not). Useful if you need to reload and don\\\'t need your 4-round mag and don\\\'t want to spend time opening inventory to throw it away or spoil yourself by shooting those rounds. Also if you don\\\'t need your empty mags.As simple as that.Situation illustrating third feature:You can think of this one being absolutely useless, but consider this - you have MX with GL. Your weapon can\\\'t feed from 100-round mags. But the only guy who has a lot of spare rounds is, in fact, autorifleman with his 5-6 hundreds of bullets. Using my second feature you can refill your empty 30-round mags using his 100-round mags.Also, sorry for mistakes in this post if there are any."
150,feature,"Jul 14, 2015 @ 8:44pm",Tactical Reload Feature,"I recently downloaded the Tech demo of Ground Branch and I saw this reload system, when you hold ""R"" key you reload normally and put the changed mag into your pocket (whatever is called) but if you tap the ""R"" key it performs a quick reload throwing the mag away, regardless if it is empty or not. And I thing that is a freaking cool feature, and will fit in the Armaverse very very well imo. You know, normally in FPS games you reload for every single shoot like an idiot, but in Arma you have to pay attention of your ammo sometimes more than other, right?Also, just in case, is there a mod like this? will ACE3 can implement this if we ask them?what do you people think about this?"
