,context,by,when,post
293,bug,Jul 9 @ 7:01pm,How can i remove extra land?,"I accidentally pressed f11 or f12 and it bought a bunch of land around the prison i spent all day working on, and then, because i wasnt sure what had happened, i pressed it again. So my prison is surrounded by a ton of land and i would like to remove it. I have cheats and debug mode enabled if thats of any use"
294,bug,May 26 @ 7:25am,CEO Bug,"Does anyone else get the bug where the CEO calls to say you need to change the meal variety and quantity to low. Even though you change it to low, you still get the calls. Meaning, i get fined \\xc2\\xa35000 every hour with nothing i can do. Therefore, after the 90hrs of policy change, I\\\'m $100,000+ in debt with a very long wait until I\\\'m  not in debt!"
295,bug,Dire,Aug 26 @ 9:25am ,bumpHas this bug been fixed yet?
296,bug,what did they do to this game i have over 100 hours fine and now with theses updates they broke it,Had to exclude it for my antivirus for the game to load normally,"Originally posted by Furiousxcobra:Is anyone elses game just refusing to load and crashing everytime Hello!We just released a new patch today! If you still having trouble with the game crashing I would appreciate it if you could head over to our  Forum [forum.paradoxplaza.com] and upload those files. C:\\\\Users\\\\[USERNAME]\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect -> There is a file called ""debug.txt""and\\\\SteamLibrary\\\\steamapps\\\\common\\\\Prison Architect -> there are crash dump files in this format: ""Crash_2020_7_8_15_55_17.dmp""This way we can easier identify what is causing the game to crash! Thank you for the feedback!"
297,bug,Aug 25 @ 12:25pm,Janitors are idle,They don\\\'t do anything??How do i fix this bug?
298,bug,"Originally posted by Happy Reaper:Originally posted by kiska87:Do you have a cleaning cupboard? Nope Then build one and see if that helps. I\\xc2\\xb4m not sure if it\\xc2\\xb4s required to enable cleaning for the janitors, as i usually build it simultaneously when i hire some janitors, but i guess it could be the issue, since the bleach is stored here.Originally posted by Happy Reaper:I have to click on a janitor and manually click on the dirty floor for them to clean it. That\\xc2\\xb4s a way to force them to clean a respective floor tile, but they should do their work automatically.",Originally posted by Happy Reaper:,"Originally posted by Happy Reaper:Placed a cleaning cupboard they placed bleach and then back to being idle. Then it\\xc2\\xb4s probably a bug. The floor cleaning is currently a bit buggy.I also have some places, which are very dirty and the janitors refuse to clean it, but at least they work and clean elsewhere.I suggest you to make a bug report on paradox forum:https://forum.paradoxplaza.com/forum/forums/prison-architect-support-bug-reports.1058/"
299,bug,Aiden Pearce,"Jun 27, 2019 @ 7:46am ","There\\\'s a graphical bug. If you click on fence or road barrier, the other one (either fence or read barrier) lights up too. Doesn\\\'t affect what you place."
300,bug,kingprawn,"Nov 21, 2019 @ 12:06am ",Like what I am seeing with the new content. Also glad there are a lot of bug fixes. 
301,bug,Meatmopper,"Nov 21, 2019 @ 12:50am ",Thanks for the bug fixes and new content. Looking forward to getting back in to the game again.
302,bug,seontonppa,"Dec 20, 2018 @ 5:10am ","When I try to open rapsheet of a prisoner, it opens up for the host. Most probably a bug? I cannot change any prisoner information"
303,bug,UltimateTobi,Aug 23 @ 3:51am ,"Will did they get released or not? If not, of course they get angry.If they get angry, when released, then that\\\'s a bug. And I suggest to make a proper bug report on their paradoxplaza forum."
304,bug,Jun 29 @ 11:16am,"Freeze, crash, freeze, crash","Hello,Despite the changes, the game continues to repeat the same action:- I launch my backup;- The game takes about a minute;- Then it freeze, crash, block my computer;- So I have to launch the task manager to make it jump;- And so I still can\\\'t play.Do those who previously had this problem still have it?Do I have to sell my prison (in mode I integrate prisoners and I save every second to hope to reach 50 and be able to FINALLY play)?Or do I still have to wait again, because the patch concerning this problem has not passed?I specify that I play WITHOUT mod, in the French version.(And that being French, I clearly do not have the faith to rummage with my little page ""google translation"" all the comments arisen from nowhere and everywhere).Have a nice day,Strength and courage in the face of bugs, do not explode your keyboard too much <3"
305,bug, [developer],Jul 15 @ 6:10am ,"Originally posted by Nayneko:Hello,Despite the changes, the game continues to repeat the same action:- I launch my backup;- The game takes about a minute;- Then it freeze, crash, block my computer;- So I have to launch the task manager to make it jump;- And so I still can\\\'t play.Do those who previously had this problem still have it?Do I have to sell my prison (in mode I integrate prisoners and I save every second to hope to reach 50 and be able to FINALLY play)?Or do I still have to wait again, because the patch concerning this problem has not passed?I specify that I play WITHOUT mod, in the French version.(And that being French, I clearly do not have the faith to rummage with my little page ""google translation"" all the comments arisen from nowhere and everywhere).Have a nice day,Strength and courage in the face of bugs, do not explode your keyboard too much <3 Hey Nayneko,Can you please provide us with your crash logs? Having them will help us understand what is causing the issues you are experiencing. You can find the files we need in the following folders:1) debug.txtC:\\\\Users\\\\[USERNAME]\\\\AppData\\\\Local\\\\Introversion\\\\Prison Architect 2) Crash dump files with the timestamp of your crashes (they are named ""Crash_2020_MM_DD_HH_MM_SS"")\\\\SteamLibrary\\\\steamapps\\\\common\\\\Prison ArchitectIn case you need a place to upload the files, you can make a post in the Paradox Forums with the files attached:https://forum.paradoxplaza.com/forum/forums/prison-architect.1030/Thanks!"
306,bug,"Personally, I have about 20 employees and 10 prisoners ... And it\\\'s a complete crash. Always the same movement. I am slowly trying to get 50 prisoners to resell my prison and see if my new prison crashes as much: /","I have 300+ employees no prisoners yet, and its lags every 20 seconds so its very annoying. So much stuttering so stop and go. This is crazy. This game is using 50% of my ram and a good 30% of my cpu. and Im on a high end system. this should not be happening.","No changes since the patch for me. My prison always causes freeze then crash, blocks my computer, forces me to go through the task manager ... Could it be possible, at some point, to resolve THIS \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 CONCERN. No because it\\\'s cute people who have canteens a little bug but we just can\\\'t play."
307,bug,SovietskeSoyuz,Jul 25 @ 12:07pm ,Encountering the same thing. I think the Island update introduced a plethora of construction bugs.
308,bug,EpikChuckles,Jul 25 @ 1:58pm ,"I\\\'m having the same no route bug, Foundations have been very difficult. Whats weird is there seem to be places where it will allow certain floor types but not others, like outside i could put gravel on a square but not grass... very annoying."
309,bug,Seversen,Jul 3 @ 3:18am,megabug objekt\\xc5\\xaf
310,bug,LackedPuppet902,Jul 1 @ 11:29am,huge bug
311,bug,Jul 3 @ 5:19pm,"Guards stuck on ""Escort Prisoners to Cell""","40 of my guards are stuck doing ""Escort Prisoner to Cell"" job (note: all prisoners are in their cells). It happened after I received new inmates from a random event, and I ran out of cells for a short time. Also, I had no holding cell at that time but I do now.I guess it\\\'s a bug, related report: https://forum.paradoxplaza.com/forum/threads/guards-stuck-in-place-with-job-escort-prisoner-to-holding-cell-guard-tazer-certification-outside-a-valid-work-regime.1402371/I tried editing the save and removing those jobs but they returned back to the queue. Is there a way to fix it?"
312,bug,Jul 5 @ 11:07am,Prisioners not being sent to solitary,"So almost half of my prison has solitary punishments, they seem to have piled up without me noticing as nobody is being moved to the solitary cells and there are currently none occupying the cells. Any ideas or another bug?"
313,bug,Jul 6 @ 10:40am,"A Number of Glitches, If Anyone Could Help...","I would love it if Paradox could fix their \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5, but that\\\'s obviously not happening anytime soon, so if anyone could put forward some suggestions that would be great. For starters, I\\\'ve already \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 around with seeing what mods cause these glitches, it\\\'s the first thing I did. Also, I have in the relevant cases demolished and rebuilt cell blocks etc to see if it could be fixed that way. Aside from those, feel free to state the obvious if you think it\\\'ll help.1) Cell block not designating as a block. I\\\'ve tried building different style cells, but the game won\\\'t register the cells I make as part of a block, but as individual rooms, which is problematic since this means that for some reason the cells built for the Death Row inmates and being registered as such and thus even though I have everything else needed for them, I can\\\'t bring them in.2) The kitchen is right next to the canteen. The kitchen is set to cook for the specific canteens. For some \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 reason, the game still insists that there are no canteens accessible by any kitchen. Also, the dormitories for Protective Custody have a clear route of access and still apparently don\\\'t have access to the canteen specifically made so they won\\\'t get shanked.3) Comfy beds apparently don\\\'t register as beds in cells. No clue why, but that\\\'s what\\\'s happening even though I can still place soft pillows on those beds.If anyone has any suggestions, that would be much appreciated, in the same way it would be much appreciated if Paradox would do a bug fix. Oh yeah, that reminds me, if anyone from Paradox is reading this: PARADOX FIX YOUR \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 \\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5\\xe2\\x99\\xa5 "
314,bug,Jul 4 @ 2:08am,Solitary not working (one more),"I haven\\\'t been playing Prison Architect a while but I\\\'ve seen a lot of people complaining about ""Solitary not working"" and having bunch of prisoners needing to be sent to isolation but just staying hand cuffed and complaining for life.Now I have the same issue, my cell are well-designed and I\\\'ve enough guards, the area is accessible and shared by everyone. So is it definitely a bug ? Then do they plan to apply a patch a soon ?Having 80% of my prisoners waiting for solitary is stucking me."
315,bug,                Showing 1-15 of 35 comments            ,its sad that introversion sold the game to paradox,"Don\\\'t worry, I\\\'m sure after they\\\'re done releasing their content DLC\\\'s they\\\'ll release their bug fix dlc\\\'s!"
316,bug,"Originally posted by FmOs Fry, Philip J:Originally posted by Aturchomicz:I mean they seem to be doing great in their own way https://www.youtube.com/watch?v=d1H2Dneu_5g It\\\'s probably great for introversion. But really bad for everyone who want\\\'s to build a half functioning digital prison true...","Originally posted by FmOs Fry, Philip J:","Originally posted by Dire:Don\\\'t worry, I\\\'m sure after they\\\'re done releasing their content DLC\\\'s they\\\'ll release their bug fix dlc\\\'s! Are you experiencing any of these?"
317,bug,Liogal,"Jan 27, 2016 @ 5:14am ",Glad to see the bug I reported in the list of fixed things. Thank you for the support you provide.
318,bug,Esmea Tuek,"Jan 27, 2016 @ 5:28am ","Oh look, the various bugs I\\\'ve been experiencing (but not sure if they were bugs) got fixed... I wonder if this will fix protected custody inmates not doing laundry (they work the room for weeks without a single result)Also, HA! I beat the suble reminder on the name-in-game changes! Time to enjoy the update being rolled out so soon after the change got approved :D"
319,bug,Shyopsik,"Jan 27, 2016 @ 6:11am ","Still no unicode support? Most of your translations didn\\xc2\\xb4t work becouse of that..Game still works in UTF-8 no unicode, no foreigner chars... ( this bug is over 1 year old )... pffff....And also multicore support?? game still works only on one core..."
320,bug,Vincent-,"Aug 26, 2016 @ 5:35am ",Nice to the bug fixes and thanks for your hardwork you\\\'ve earned it. Most devs with caliber rarely put out as much as you guys have or commited as much. Either way you guys have done great and I look forward to seeing what you guys have in the future.
321,bug,gg,here for the banter,so.. much.. bugfixes :D
322,bug,mwyeoh,"Jun 22, 2017 @ 2:21am ","OMG! Yes, this has fixed my staffroom issues for food. However, there is still a bug where (sometimes) even though my staff are sitting on a sofa, because they are eating, it doesnt satisfy their comfort needs. They finish eating, getup and then sit down again (Whereas sometimes, it works and both are fulfilled at the same time)"
323,bug,Jul 3 @ 12:41pm,"Paradox launcher, can\\\'t even launch itself. (linux)",So the game is fine but it would be nice if you fixed the bug where Paradox launcher can\\\'t launch itself on linux.clearly not the only one with the problem https://www.protondb.com/app/233450
324,bug,Jul 1 @ 9:01pm,The guards doesn\\xc2\\xb4t move,"In the ultimate DLC (I don\\xc2\\xb4t have it) became several issues besides thee tittle one. In first place, It came an event in my prison, that one with receiving more prisoners from another prison, the problem is that most of the half of my guards stay with the action ""take prisoner to cell"", but they doesn\\xc2\\xb4t move, just stay there, with the prsoners without moving. And if I despite the bugged guards, the new ones came with the same issue, or, they move the prisoner but stay in their cell for ever.The second issue is that the cabinets of the visitation are crush, the prisoners go to the cabinet, take their time with their family, and then pass the cabinet, pass the wall that separetes the visitors from the prisoners, but they pass it with the cuffs on. This problem, added with the first on, just crash all my prison,Please, I need help."
325,bug,Jul 3 @ 3:18am,megabug objekt\\xc5\\xaf,"z ni\\xc4\\x8deho nic se mi kompletn\\xc4\\x9b zbugla hra. m\\xc3\\xa1m ofico koupen\\xc3\\xbd, v\\xc5\\xa1echna dlc, \\xc5\\xbe\\xc3\\xa1dn\\xc3\\xbd workshopy, p\\xc5\\x99einstaloval jsem, nic nepomohlo. n\\xc4\\x9bjak\\xc3\\xbdm stylem se mi proh\\xc3\\xa1zely animace objekt\\xc5\\xaf. m\\xc3\\xadsto dve\\xc5\\x99\\xc3\\xad m\\xc3\\xa1m lampy, m\\xc3\\xadsto oken m\\xc3\\xa1m d\\xc4\\x9bln\\xc3\\xadky, m\\xc3\\xadsto z\\xc3\\xa1chod\\xc5\\xaf stromy, atd atd... nev\\xc3\\xad n\\xc4\\x9bkdo o co jde?"
326,bug,Jul 1 @ 11:29am,huge bug,I started playing prsion architect not a while ago everything was going ok and i really loved the game but thats when the bugs started coming in for 2 weeks i couldnt even log into the game after island bound update and thats not it the whole fill to capacity doesnt even work i have to manually do it so i can get prsioners into my plot of land. Then before you know it when the capacity is closed i get more than 100busses filled with supermax serurity prisoners i did not ask for them and i dont even have the space for it I WASTED MY MONEY ON THIS GAME DO NOT BUY.
327,bug,Cilumbia,Jun 28 @ 5:51am,visitation bug
328,bug,adamdickens2007,Aug 16 @ 2:29pm ,"It\\\'s a known bug, they\\\'re looking into it."
329,bug,athan,Aug 19 @ 2:21am ,"Originally posted by adamdickens2007:It\\\'s a known bug, they\\\'re looking into it. When do you think they would fix it?"
330,bug,"Originally posted by adamdickens2007:It\\\'s a known bug, they\\\'re looking into it. When do you think they would fix it?",Originally posted by adamdickens2007:,"Originally posted by nathan:Originally posted by adamdickens2007:It\\\'s a known bug, they\\\'re looking into it. When do you think they would fix it? Sometime next year?"
331,bug,"Originally posted by larsylars:I am having a problem now where my janitors only clean certain rooms. I have two accountants and one of their offices gets cleaned all the time, but the other one has not been cleaned since I hired the accountant. Certain cells aren\\\'t getting cleaned either. Is there something that I can do to correct this problem? Hello!Thank you for the feedback! I have reported this back to the team.",Originally posted by larsylars:,Originally posted by Fifnaril:Thank you for the feedback! I have reported this back to the team. I may have missed this type reply over the past several months!?Fifnaril: would you please take the time looking back over two+ months of bugs reports here and pass those on also?I have Never seen a MOD reply in such the positive fashion. Thank you and reported back! wowThank you Fifnaril
332,bug,Aug 6 @ 12:42pm,Guards won\\\'t escort prisoners to holding cell?,"Hello,I recently started a new map (the last mission of the campaign, actually)  and I\\\'ve constructed a holding cell that\\\'s secure and doesn\\\'t seem to have any issues. There are no other cells. I have 8 guards in this tiny starter prison who are almost never doing anything and I have my first 2 prisoners just in delivery for like a full day in-game time and my guards just won\\\'t escort them. At this time I\\\'ve had this issue persist after closing the game and restarting my computer several times.Did I do something wrong? Is it just some bug?"
333,bug,SamTDS,"Mar 27, 2015 @ 12:29pm ",awsome but i wish we get to get rid of the workers not working bug
334,bug,HolyHandgrenade,Aug 13 @ 11:42am ,"putting a fence/wall around my guard tower unfortunately doesent fixed the problem for me. played a month before and do not have this problem, maybe a bug?"
335,bug,NiAlCaNikk,Aug 13 @ 1:16pm ,"We\\\'ll that\\\'s weird because a yard doesnt need walls to be secure. So if the yard is saying its insecure then your whole prison is insecure. But because there are prisoners walking around and stuff, its gonna have to be a bug."
336,bug,Izny,Aug 16 @ 5:57pm ,"I had the same bug in several of my maps. It completely fixed itself consistently by making a kitchen that feeds only staffrooms (i don\\\'t have staffneeds enabled, and I removed all the Serving Tables i had in some staffrooms). Make sure the kitchen(s) that supply prisoner canteens do not supply anything else.    Somehow the cooks leave some pots on the stove indefinately for the staffrooms. If you manually remove those pots it is fixed until the next batch. Maybe (have not tested) you need a Serving Table in every staffroom for it to not bug out, even when staffneed is enabled. That should narrow down the search for the bug."
337,bug,Aug 16 @ 10:04am,Originally posted by Inordinate Exsanguination:Thanks and uploaded. Thank you so much!,"Originally posted by Fifnaril:Originally posted by Inordinate Exsanguination:Thanks and uploaded. Thank you so much! No, thank you. Its nice to have a developer that tries to fix bugs and not ignore their gamers. "
338,bug,"I had the same bug in several of my maps. It completely fixed itself consistently by making a kitchen that feeds only staffrooms (i don\\\'t have staffneeds enabled, and I removed all the Serving Tables i had in some staffrooms). Make sure the kitchen(s) that supply prisoner canteens do not supply anything else.    Somehow the cooks leave some pots on the stove indefinately for the staffrooms. If you manually remove those pots it is fixed until the next batch. Maybe (have not tested) you need a Serving Table in every staffroom for it to not bug out, even when staffneed is enabled. That should narrow down the search for the bug.",Aug 16 @ 6:45pm,"Originally posted by Izny:I had the same bug in several of my maps. It completely fixed itself consistently by making a kitchen that feeds only staffrooms (i don\\\'t have staffneeds enabled, and I removed all the Serving Tables i had in some staffrooms). Make sure the kitchen(s) that supply prisoner canteens do not supply anything else.    Somehow the cooks leave some pots on the stove indefinately for the staffrooms. If you manually remove those pots it is fixed until the next batch. Maybe (have not tested) you need a Serving Table in every staffroom for it to not bug out, even when staffneed is enabled. That should narrow down the search for the bug. Hi Izny! If you encounter that issue again we would appreciate if you also could upload the save file to the  Forum [forum.paradoxplaza.com].Thank you all again for the support and feedback!"
339,bug,ulix,Aug 11 @ 12:40pm,Maybe these are bugs?
340,bug,Aug 13 @ 3:37pm,Aug 14 @ 8:43am,"Hi,This is definitively a bug!See the answer here: https://forum.paradoxplaza.com/forum/threads/i-am-having-issues-to-build-in-game-it-shows-no-route-on-ramdom-blocks-in-anywhere-on-the-island-map.1408244/#post-26798751 (last comment)As you can see on this screenshot https://forumcontent.paradoxplaza.com/public/596496/20200814011639_1.jpg, some building materials are stuck on the border of the map!So there is no ""best practice"", this is just a bug.I can even not build a Shower, neither clone an existing room."
341,bug,"Hi,This is definitively a bug!See the answer here: https://forum.paradoxplaza.com/forum/threads/i-am-having-issues-to-build-in-game-it-shows-no-route-on-ramdom-blocks-in-anywhere-on-the-island-map.1408244/#post-26798751 (last comment)As you can see on this screenshot https://forumcontent.paradoxplaza.com/public/596496/20200814011639_1.jpg, some building materials are stuck on the border of the map!So there is no ""best practice"", this is just a bug.I can even not build a Shower, neither clone an existing room.",Aug 14 @ 8:43am,"Originally posted by J\\xc3\\xa9j\\xc3\\xa9:Hi,This is definitively a bug!See the answer here: https://forum.paradoxplaza.com/forum/threads/i-am-having-issues-to-build-in-game-it-shows-no-route-on-ramdom-blocks-in-anywhere-on-the-island-map.1408244/#post-26798751 (last comment)As you can see on this screenshot https://forumcontent.paradoxplaza.com/public/596496/20200814011639_1.jpg, some building materials are stuck on the border of the map!So there is no ""best practice"", this is just a bug.I can even not build a Shower, neither clone an existing room. Alright, thanks J\\xc3\\xa9! I\\\'m relieved to hear that it\\\'s not just me. :D"
342,bug,Aug 16 @ 9:05am,Can this game still be fun? Like it was year ago for example?,"I stopped to play when 1.04 patch was released and the game became increasingly buggy. Something changed maybe? I really loved this game and I miss it, but it became too frustrating to play it as it is now, and no fun, not really  Is there anyone else who\\\'s monitoring game news and forums but also stopped to play it?"
343,bug,SpecialRestriction\ NoShadow,END,...and placing it oudoors still shows a shadow for the radio.Debug.txt:MaterialLibrary reading from \\\'C:\\\\Users\\\\User\\\\AppData\\\\Local/Introversion/Prison Architect/mods/mods_Murgh_CombiPack_Sneezer/data/materials.txt\\\'
344,bug,Cat\\xc2\\xae,Jan 23 @ 7:08am ,"I wasn\\\'t expecting a patch before a new DLC announcement, so cheers. However \\\'Staff Needs\\\' is still bugged; orderlies refuse to leave the toilet. Is there an ETA or update on a fix?Do we require to start a new save?"
345,bug,The Lion,Jan 23 @ 5:24pm ,"Originally posted by Cat\\xc2\\xae:I wasn\\\'t expecting a patch before a new DLC announcement, so cheers. However \\\'Staff Needs\\\' is still bugged; orderlies refuse to leave the toilet. Is there an ETA or update on a fix?Do we require to start a new save? They\\\'re just too scared. Don\\\'t worry. Give them some hot coco and a blanket, and you\\\'ll get em right out!"
346,bug,"Originally posted by Cat\\xc2\\xae:I wasn\\\'t expecting a patch before a new DLC announcement, so cheers. However \\\'Staff Needs\\\' is still bugged; orderlies refuse to leave the toilet. Is there an ETA or update on a fix?Do we require to start a new save? They\\\'re just too scared. Don\\\'t worry. Give them some hot coco and a blanket, and you\\\'ll get em right out!",Originally posted by Cat\\xc2\\xae:,"Originally posted by The Lion:Originally posted by Cat\\xc2\\xae:I wasn\\\'t expecting a patch before a new DLC announcement, so cheers. However \\\'Staff Needs\\\' is still bugged; orderlies refuse to leave the toilet. Is there an ETA or update on a fix?Do we require to start a new save? They\\\'re just too scared. Don\\\'t worry. Give them some hot coco and a blanket, and you\\\'ll get em right out! ""A patch before a new DLC Announcement""?, what\\\'s going to be the next DLC?"
347,bug,More discussions, 1,"""Reduce meal quantity and variation to low"" event it a bug or something?"
348,bug,Jun 30 @ 12:09pm,Game is nearly broken.,"Food and new clothes dont arrive, Even when having kitchens and nothing blocking roads. New clothes dont arrive with laundry. The camera tends to bug out when doing escape mode making it night unplayable. And a lot of the times in escape mode you wont earn rep for doing bad deeds. These are just few of many. Oh and before i forget it takes around 20 mins before i can make a room staff / certain secruity only. Yet i can deploy guards as soon as its built. I could probably get photo evidence if needed. Im on windows 10 laptop.Edit: Gang member cells cant be edited at ALL. Not even utilities. YOu can only add them to zones.Edit 2: You can increase their cells size but not decrease.Edit 3: Verified game files and disabled all mods. (Were graphical only) To no avail.Edit 4: Tunnels ARE being dug. JUst that dogs and tunnel search wont find them."
349,bug,Del,"Oct 30, 2014 @ 6:00am ",Great work. Sadly the top 10 bugs on Mantis are still untouched. Ah well.
350,bug,baptacular,"Oct 30, 2014 @ 6:20am ","Hey guys, my bad for not submitting into the bug bash, but I am delighted that you fixed the sleep state not saving. I made the mistake of saving prisons shortly after the inmates turned in for the night, and when you load that back it goes poorly. Thanks guys."
351,bug,Dr. Damn Nation,"Oct 28, 2013 @ 10:34am ",i hope you take the time to do even more bugfixes to polish the game more and fix the bugs you caused with some updates ando so give a better feeling without that many problems and bad visuals. Good update
352,bug,Twiggz,"Oct 28, 2013 @ 1:06pm ","please fix the pathing issues around corners, its a pain to see people bugging out as they cant seem to get unstuck from a corner or doorway without some kind of manual help... not game breaking of course, but when you notice that your jail is not being cleaned becasue your  cleaning guys are stuck some place, kinda annoying. other then that, great game!"
353,bug,_mikrom,"Jan 31, 2014 @ 10:14am ","DANG!!!I have to say, I am somewhat upset to see nothing about any bug fixes!!Like, prisoners don\\\'t check for empty prison cells each night, and so if a prisoner is released, other prisoners will still go to the holding cell before the empty prison cell!Also, I hope the rooms are less buggy (able to set jobs properly, workers, cant seem to set them to the cleaning cupboard, seems as though each workplace room needs to be a totally separate building in order to work).. among other bugs...I haven\\\'t loaded up the game and tested it since todays new patch, BUTeither A) there is no bug fixes and the dev team decided to build new, potentially bugged, features instead of fixing the game as it was,or B) the dev team did a bunch of bug fixes and has no proper update fix/change list for us on this post."
354,bug,Good work  ,"Seems that dogs where broken with this update: K-9 trainers are going into kennel but dogs are staying outside and sleeping but they never wake up. On hovering it\\\'s says that ""dogs needs kennel to sleep"" any one observer this also ?","adding to my previous comment - kennel was staff only zone and Dogs now can\\\'t enter it, changed to shared it\\\'s ok (will open bug to dev)"
355,bug,Great <3,objects menu is crap,"Got that same K-9 bug... And if i hire new dogs, they randomly attack a prisonner, killing the victim, without a reason, and no guard does anything about it... please fix this!"
356,bug,"xd0\\x9f\\xd0\\xb8\\xd0\\xba\\xd0\\xbd\\xd0\\xb8 \\xd0\\xbc\\xd0\\xb8\\xd0\\xbf\\xd0\\xbe, \\xd0\\xb0\\xd0\\xbb\\xd0\\xbe","Jun 27, 2014 @ 3:40am ",wtf can\\\'t believe you finally addressed the bugs and not keep bashing new features leaving unplayable old features behind. Gotta check this out.
357,bug,HARDCORE,"Jun 27, 2014 @ 3:42am ","How about female prisoners ??? Anyway thank you for fixing the stuck in the wall bug :), would you consider making policies separates for the type of prisoners as well? I also have a trouble with some of my prisoners is put into wrong place like maximum security into medium security. Also wait for the ends of months for updates ^^ !!!"
358,bug,Vermilicious,"Jun 27, 2014 @ 3:59am ","Good job. I know how awful it is to fix bugs when you have a giant backlog. The trick is to fix things early and continuously. And, of course, test as thoroughly as you can before commiting something new, so as to minimize the risk of bugs as much as possible."
359,bug,damn_pastor,"Jun 27, 2014 @ 4:24am ",Thanks for focusing on the bugs. :>
360,bug,Third. Yay!,wtf can\\\'t believe you finally addressed the bugs and not keep bashing new features leaving unplayable old features behind. Gotta check this out.,"awesome, now i can get back to building as I want to, not to accomidate bugs (bigger halways, no sharp corners, millions of baskets) :D"
361,bug,Centurion,"Sep 2, 2013 @ 4:27am ",what about the solitary and holing cell bug which has a fail requirement [enclosure] surround by wall and cell.
362,bug,PurpleRabbit,"Sep 2, 2013 @ 4:35am ",@Centurion - the holding cell/ solitary cell enclosure is not a bug. Just remove the \\\'cell\\\' at the door and it should be fine
363,bug,HeavyArms,"Sep 2, 2013 @ 9:27am ",I still managed to put in over 10 hours even with all the bugs in alpha 13
364,bug,Thank you!,I love you guys.,"Finally! Well..Wish you could fix popup market.. Nevermind, thanks for fixing those critical bugs! We can now play the game without getting disturbed. "
365,bug,Usul,"May 30, 2014 @ 4:12am ",If you have 4000 bugs you need to stop adding things for a long time and just concentrate on bug fixing till you get caught up. The game is a big mess.
366,bug,torben,"May 30, 2014 @ 4:53am ",It\\\'s an alpha... Of course there are bugs. You should be aware of this before you bought the game. It\\\'s not their fault that you are being ignorant and impatient. I think it\\\'s a good time now to take a month of bug fixing. There are a lot of features in the game and for my taste there are only just a few really dire and game breaking bugs. Once they have been ironed out developing can continue.I\\\'m looking forward to test alpha21 in the evening. Especially the regime update. I\\\'m not really sure if the cooks will be able to cope with preparing so much meals... :D Time will tell.They are doing a great job and congrats to Johnny for his promotion! 
367,bug,ight.phonix,"May 30, 2014 @ 4:59am ","I think this is a great idea and it will make the game run smoothly. For those who say that it will take a long time to resolve those bugs (3 1/2 years ) I think you are wrong. As I see it there are a lot of bugs duplicates or bugs that if they are fixed resolve multiple problems. Also I see there are lots of ""bugs"" that don\\\'t make any sense. For example ""Remove electrical chair from the game"" and this I think is a feature removal and not a bug. Also for those that say this is a big mess I think this was improved a lot over every alpha. I have played released games that are more buggy and prone to crashes."
368,bug,"I think this is a great idea and it will make the game run smoothly. For those who say that it will take a long time to resolve those bugs (3 1/2 years ) I think you are wrong. As I see it there are a lot of bugs duplicates or bugs that if they are fixed resolve multiple problems. Also I see there are lots of ""bugs"" that don\\\'t make any sense. For example ""Remove electrical chair from the game"" and this I think is a feature removal and not a bug. Also for those that say this is a big mess I think this was improved a lot over every alpha. I have played released games that are more buggy and prone to crashes.",#13,"continued..As I see it there are a few bugs:1. Path-find problems(I think a lot of the bugs come from here)-This seems to work well in general but there are still some issues2. A.I. issues(maybe they didn\\\'t think of some of the possibilities)-they seem minor in comparing to the path problem3. Lags(I didn\\\'t see it in the latest alphas)4. U.I and art issue(heads without bodies,etc-this seams a relatively easy fix but maybe time consuming)"
369,bug,Fix people stuck on corners/walls.,If you have 4000 bugs you need to stop adding things for a long time and just concentrate on bug fixing till you get caught up. The game is a big mess.,If you are fixing only 100 bugs a month then you have almost 3 1/2 years of just bug fixing. I am really regretting buying this game.
370,bug,If you are fixing only 100 bugs a month then you have almost 3 1/2 years of just bug fixing. I am really regretting buying this game.,I <3 piratebay !,"Even if bug tracker records nearly 4000 bugs, I believe many of them are actually duplicates. There should be an option for Reporters to suggest ""duplicate bug"" to reduce the mess."
371,bug,Jun 25 @ 12:49pm,Please FIX this BUG,"I have found a bug.This image explain everything.If I set off that icon, the room still show the word ""SA"" to that room. (language set is italian so in english version maybe it\\\'s not SA).Image url https://postimg.cc/fkgNdnJ9"
372,bug,michael.barratt,Jun 23 @ 1:26am,Digging bug
373,bug, 10,Aug 9 @ 2:33pm,"Late game unplayable due to kitchen AI/bug, do not buy this game!"
